2026-07-23 08:11:56 | INFO     | app.services.ai_router:119 | AIRouter ready — OR model=openrouter/free  HF model=meta-llama/Llama-3.1-8B-Instruct:cerebras  HF url=https://router.huggingface.co/v1
2026-07-23 08:11:56 | INFO     | app.services.pdf_service:46 | PDFService initialised
2026-07-23 08:11:56 | INFO     | app.services.embedding_service:205 | EmbeddingService ready (model will load on first use)
2026-07-23 08:11:56 | INFO     | app.services.rag_service:81 | RAGService initialised
2026-07-23 08:11:57 | INFO     | app.services.extraction_service:221 | ExtractionService initialised
2026-07-23 08:13:30 | INFO     | app.auth:66 | Firebase Admin initialised for project 'spoudazo-fa02f'
2026-07-23 08:17:07 | INFO     | pdf_service:195 | [452a5255-397b-4067-89f3-e45128b82249] Saved 'CPE316LECTUREANDLAB202425RAIN.pdf' → C:\Users\User\Downloads\spoudazo-api-seed\spoudazo-api-seed\data\uploads\452a5255-397b-4067-89f3-e45128b82249_CPE316LECTUREANDLAB202425RAIN.pdf (2,041,093 bytes)
2026-07-23 08:17:09 | INFO     | pdf_service:195 | [452a5255-397b-4067-89f3-e45128b82249] Document record created — status=uploaded
2026-07-23 08:17:41 | DEBUG    | app.services.pdf_service:237 | [452a5255-397b-4067-89f3-e45128b82249] Loaded document from DB — status=uploaded
2026-07-23 08:17:41 | INFO     | extraction_service:195 | [452a5255-397b-4067-89f3-e45128b82249] Extracting 'CPE316LECTUREANDLAB202425RAIN.pdf'
2026-07-23 08:17:45 | WARNING  | app.services.extraction_service:210 | OCR unavailable: tesseract is not installed or it's not in your PATH. See README file for more information. — scanned PDFs will have empty text
2026-07-23 08:17:45 | INFO     | extraction_service:195 | [452a5255-397b-4067-89f3-e45128b82249] OCR: 0/105 pages via OCR
2026-07-23 08:17:45 | INFO     | extraction_service:195 | [452a5255-397b-4067-89f3-e45128b82249] title='Il E-if`e. , Nigeria This Document is Not for Sale' | authors=0 | doi=— | issn=2024-2025 | journal='—' | pages=2024-2025
2026-07-23 08:17:45 | INFO     | extraction_service:195 | [452a5255-397b-4067-89f3-e45128b82249] Extracted 105 pages · 40500 words · scanned=False
