2026-07-17 14:10:48 | INFO     | app.services.ai_router:109 | AIRouter ready — OR model=openrouter/free  HF model=meta-llama/Llama-3.1-8B-Instruct:cerebras  HF url=https://router.huggingface.co/v1
2026-07-17 14:10:48 | INFO     | app.services.extraction_service:221 | ExtractionService initialised
2026-07-17 14:10:48 | INFO     | app.services.pdf_service:46 | PDFService initialised
2026-07-17 14:10:49 | INFO     | app.services.embedding_service:205 | EmbeddingService ready (model will load on first use)
2026-07-17 14:10:49 | INFO     | app.services.rag_service:81 | RAGService initialised
2026-07-17 14:17:29 | INFO     | pdf_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] Saved 'CPE316LECTUREANDLAB202425RAIN.pdf' → C:\Users\User\Downloads\spoudazo-api-seed\spoudazo-api-seed\data\uploads\3ae4c5ca-af16-49f7-b1cb-8793b933e108_CPE316LECTUREANDLAB202425RAIN.pdf (2,041,093 bytes)
2026-07-17 14:17:30 | INFO     | pdf_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] Document record created — status=uploaded
2026-07-17 14:17:32 | INFO     | extraction_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] Extracting 'CPE316LECTUREANDLAB202425RAIN.pdf'
2026-07-17 14:17:36 | WARNING  | app.services.extraction_service:210 | OCR unavailable: tesseract is not installed or it's not in your PATH. See README file for more information. — scanned PDFs will have empty text
2026-07-17 14:17:36 | INFO     | extraction_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] OCR: 0/105 pages via OCR
2026-07-17 14:17:36 | INFO     | extraction_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] title='Il E-if`e. , Nigeria This Document is Not for Sale' | authors=0 | doi=— | issn=2024-2025 | journal='—' | pages=2024-2025
2026-07-17 14:17:36 | INFO     | extraction_service:195 | [3ae4c5ca-af16-49f7-b1cb-8793b933e108] Extracted 105 pages · 40500 words · scanned=False
